age,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
47.0,1,2.0,2.0,0,2.0,2.0,3.0,734.72,5018.63,22,643,0.0,1.0,0.0,1.0,7,5
49.0,1,2.0,0.0,0,2.0,0.0,18.0,191.8,30456.86,47,628,0.0,1.0,0.0,1.0,0,5
46.0,0,5.0,0.0,2,0.0,1.0,15.0,235.93,19303.84,17,680,1.0,1.0,0.0,1.0,2,3
21.0,1,3.0,1.0,2,3.0,2.0,10.0,97.04,20914.8,23,761,1.0,0.0,1.0,4.0,2,3
12.0,0,3.0,2.0,2,0.0,0.0,8.0,429.04,9349.5,14,962,1.0,1.0,0.0,1.0,0,3
12.0,3,2.0,0.0,0,2.0,0.0,16.0,69.14,27059.41,12,617,1.0,0.0,0.0,1.0,7,4
14.0,0,0.0,2.0,2,1.0,1.0,3.0,30.76,1541.47,18,623,1.0,0.0,1.0,0.0,0,5
37.0,1,4.0,0.0,2,3.0,1.0,23.0,30.99,21923.84,2,829,0.0,1.0,1.0,0.0,4,1
14.0,2,4.0,0.0,1,2.0,2.0,14.0,455.2,62799.91,4,800,1.0,1.0,1.0,2.0,6,1
41.0,2,4.0,0.0,1,2.0,0.0,15.0,197.43,84022.92,7,811,0.0,1.0,1.0,2.0,5,1
30.0,0,1.0,1.0,2,2.0,2.0,12.0,343.16,10705.07,19,736,1.0,0.0,1.0,4.0,1,3
13.0,0,2.0,2.0,0,1.0,2.0,16.0,95.37,22474.72,10,658,0.0,1.0,0.0,1.0,2,5
40.0,1,1.0,0.0,0,2.0,2.0,22.0,1517.69,21200.68,28,669,0.0,1.0,1.0,3.0,1,4
61.0,2,1.0,2.0,1,0.0,2.0,6.0,1946.95,50882.39,2,770,1.0,1.0,0.0,1.0,6,1
44.0,3,2.0,2.0,1,2.0,0.0,9.0,126.62,37060.03,17,596,1.0,0.0,0.0,1.0,7,5
46.0,3,2.0,2.0,2,2.0,0.0,10.0,123.76,34501.78,20,707,0.0,1.0,1.0,3.0,2,4
30.0,1,1.0,0.0,0,2.0,0.0,14.0,71.21,53548.72,17,709,0.0,1.0,1.0,0.0,4,2
24.0,0,2.0,1.0,1,1.0,0.0,1.0,104.46,32433.14,15,644,0.0,1.0,1.0,0.0,7,5
63.0,0,0.0,2.0,1,2.0,2.0,13.01,288.32,31670.07,23,828,1.0,0.0,1.0,0.0,1,5
42.0,1,5.0,0.0,0,1.0,0.0,14.0,124.36,31461.84,13,727,1.0,0.0,0.0,1.0,3,3
11.0,0,2.0,2.0,1,1.0,1.0,5.0,348.87,28637.58,9,666,1.0,0.0,1.0,4.0,2,4
64.0,1,1.0,2.0,1,3.0,0.0,5.0,32.42,43521.44,15,771,1.0,0.0,1.0,3.0,0,3
34.0,0,0.0,2.0,1,2.0,1.0,15.0,80.3,36682.73,16,667,1.0,0.0,0.0,1.0,3,4
23.0,2,2.0,2.0,1,3.0,0.0,9.0,1210.54,28222.55,7,643,1.0,1.0,1.0,0.0,0,4
11.0,3,1.0,1.0,1,2.0,1.0,13.11,208.89,11876.12,26,666,1.0,0.0,0.0,1.0,2,4
11.0,0,2.0,2.0,2,1.0,1.0,13.09,31.25,26969.29,7,615,0.0,1.0,1.0,4.0,1,4
45.0,0,3.0,2.0,0,3.0,1.0,7.0,509.69,36857.31,13,734,1.0,1.0,0.0,1.0,6,2
47.0,0,1.0,2.0,0,2.0,2.0,12.0,185.85,10369.25,16,781,1.0,0.0,1.0,2.0,7,3
31.0,0,5.0,0.0,1,1.0,2.0,16.0,257.88,11756.84,20,789,1.0,0.0,0.0,1.0,3,3
51.0,1,5.0,0.0,0,2.0,0.0,4.0,1178.31,25588.23,17,667,1.0,0.0,1.0,4.0,3,4
47.0,1,0.0,0.0,1,0.0,0.0,6.0,439.1,28229.64,25,532,0.0,1.0,0.0,1.0,0,5
62.0,0,4.0,0.0,1,3.0,1.0,18.0,127.39,41401.96,20,705,1.0,0.0,0.0,1.0,3,3
57.0,3,1.0,2.0,2,2.0,1.0,23.0,31.58,82887.37,16,538,1.0,0.0,1.0,3.0,5,1
41.0,0,5.0,0.0,0,1.0,0.0,7.0,264.54,20788.32,13,742,1.0,0.0,1.0,0.0,1,3
22.0,0,1.0,2.0,2,2.0,2.0,12.0,51.92,39762.81,21,610,1.0,0.0,0.0,1.0,2,4
50.0,0,1.0,2.0,0,1.0,0.0,12.0,113.63,37837.08,17,783,0.0,1.0,0.0,1.0,2,3
30.0,0,0.0,0.0,0,1.0,0.0,18.0,121.76,19180.57,26,675,1.0,0.0,0.0,1.0,7,4
45.0,1,2.0,1.0,0,2.0,1.0,4.0,883.04,25737.38,12,554,1.0,0.0,1.0,4.0,2,5
63.0,1,0.0,0.0,2,2.0,2.0,2.0,256.07,44804.33,8,1255,1.0,0.0,1.0,4.0,3,5
42.0,0,1.0,1.0,0,2.0,1.0,21.0,243.15,17426.69,9,764,0.0,1.0,1.0,0.0,0,3
46.0,3,0.0,0.0,0,1.0,1.0,15.0,125.77,35610.56,29,520,1.0,0.0,1.0,2.0,3,5
42.0,0,3.0,2.0,2,0.0,1.0,5.0,512.09,11134.99,19,1122,1.0,0.0,1.0,4.0,5,2
54.0,2,3.0,0.0,1,1.0,1.0,13.13,32.68,17388.21,14,170,1.0,0.0,0.0,1.0,1,3
59.0,3,1.0,0.0,1,1.0,1.0,19.0,30.97,8627.29,9,716,0.0,1.0,1.0,4.0,5,2
45.0,3,4.0,0.0,1,1.0,0.0,11.0,62.49,1232.47,12,743,1.0,0.0,0.0,1.0,2,3
52.0,1,3.0,2.0,0,2.0,2.0,11.0,178.46,30493.33,13,833,0.0,1.0,1.0,4.0,6,1
33.0,2,4.0,2.0,2,1.0,1.0,10.0,975.63,97879.94,4,771,0.0,1.0,1.0,0.0,8,1
56.0,0,2.0,2.0,2,1.0,0.0,3.0,718.77,43562.83,6,665,0.0,1.0,0.0,1.0,7,4
19.0,0,4.0,0.0,1,0.0,2.0,12.71,283.99,35430.23,14,372,0.0,1.0,1.0,2.0,0,3
30.0,1,0.0,2.0,2,1.0,1.0,8.0,59.47,43737.63,16,609,1.0,0.0,0.0,1.0,1,4
19.0,0,2.0,2.0,1,2.0,0.0,16.0,617.08,18540.72,14,222,1.0,1.0,1.0,2.0,3,4
45.0,2,0.0,0.0,0,0.0,1.0,8.0,335.24,45167.86,29,624,1.0,0.0,1.0,4.0,0,4
43.0,0,5.0,2.0,1,2.0,2.0,4.0,32.11,38642.53,15,727,1.0,0.0,0.0,1.0,7,3
24.0,1,1.0,2.0,2,2.0,2.0,17.0,1103.32,21296.84,18,737,1.0,1.0,1.0,2.0,0,3
59.0,0,1.0,0.0,0,2.0,1.0,9.0,163.13,42226.1,25,240,0.0,1.0,0.0,1.0,7,4
39.0,0,5.0,2.0,0,3.0,0.0,7.0,393.27,35980.84,23,724,1.0,1.0,0.0,1.0,1,3
43.0,1,1.0,0.0,0,2.0,2.0,15.0,419.23,15223.51,23,268,0.0,1.0,0.0,1.0,3,4
18.0,1,0.0,2.0,2,1.0,0.0,12.89,86.59,26085.62,13,174,1.0,0.0,0.0,1.0,2,4
14.0,1,1.0,1.0,2,1.0,1.0,17.0,1037.94,13124.45,16,749,1.0,0.0,0.0,1.0,0,3
26.0,3,0.0,2.0,0,3.0,0.0,11.0,138.83,22271.92,8,711,1.0,0.0,1.0,0.0,0,4
49.0,3,2.0,2.0,1,3.0,0.0,11.0,148.98,21978.08,21,716,1.0,0.0,0.0,1.0,1,4
29.0,1,0.0,1.0,0,1.0,1.0,13.0,397.31,45480.11,18,628,1.0,0.0,1.0,2.0,2,5
39.0,1,5.0,2.0,0,1.0,0.0,17.0,168.09,10734.77,5,776,0.0,1.0,1.0,4.0,2,3
45.0,0,4.0,2.0,0,2.0,2.0,12.0,89.33,80733.96,10,478,1.0,0.0,0.0,1.0,5,1
42.0,3,4.0,0.0,0,2.0,2.0,12.0,1389.75,35773.9,15,1030,0.0,1.0,1.0,4.0,7,3
54.0,1,0.0,0.0,0,1.0,2.0,10.0,325.8,23458.42,26,528,1.0,0.0,0.0,1.0,3,5
60.0,1,4.0,0.0,0,1.0,0.0,4.0,44.71,49318.16,11,834,1.0,0.0,0.0,1.0,8,1
34.0,0,2.0,0.0,2,2.0,0.0,5.0,30.0,41327.3,15,678,1.0,0.0,1.0,3.0,2,4
10.0,1,3.0,1.0,2,1.0,1.0,11.0,298.47,42146.45,19,707,1.0,0.0,0.0,1.0,3,3
56.0,3,3.0,1.0,1,2.0,1.0,5.0,31.21,10151.12,16,791,1.0,0.0,0.0,1.0,6,2
35.0,0,2.0,2.0,0,2.0,0.0,9.0,119.09,15864.38,27,715,0.0,1.0,0.0,1.0,1,4
53.0,3,2.0,2.0,2,2.0,1.0,6.0,95.06,36344.66,15,1054,1.0,0.0,1.0,2.0,1,5
25.0,1,3.0,0.0,1,2.0,0.0,18.0,100.79,38494.04,23,735,0.0,1.0,1.0,2.0,2,3
59.0,2,0.0,2.0,2,2.0,1.0,9.0,74.29,4288.28,16,668,1.0,0.0,0.0,1.0,7,4
42.0,0,0.0,2.0,2,3.0,1.0,11.0,43.3,49317.29,6,624,1.0,0.0,0.0,1.0,3,4
57.0,2,2.0,2.0,0,2.0,0.0,8.0,335.63,48285.7,27,35,0.0,1.0,1.0,0.0,3,5
23.0,0,0.0,1.0,2,2.0,2.0,11.0,289.68,10339.71,43,614,1.0,0.0,1.0,3.0,7,5
46.0,0,2.0,0.0,2,2.0,1.0,18.0,701.24,13260.3,27,614,0.0,1.0,1.0,4.0,7,5
28.0,1,1.0,2.0,1,0.0,2.0,11.0,947.3,86168.45,6,1701,0.0,1.0,1.0,0.0,8,1
64.0,0,1.0,0.0,2,1.0,2.0,9.0,156.42,36671.2,27,676,0.0,1.0,1.0,4.0,1,4
21.0,1,5.0,0.0,1,1.0,0.0,18.0,73.6,3938.44,10,1159,1.0,0.0,1.0,2.0,7,3
39.0,0,0.0,2.0,0,2.0,0.0,6.0,685.59,41737.03,19,197,1.0,0.0,1.0,0.0,2,4
48.0,1,1.0,2.0,2,1.0,0.0,9.0,229.36,2054.97,25,711,1.0,0.0,0.0,1.0,2,3
32.0,1,2.0,2.0,0,2.0,0.0,2.0,59.63,34806.9,7,665,1.0,0.0,0.0,1.0,1,4
14.0,1,1.0,1.0,1,3.0,0.0,9.0,61.21,37530.44,9,718,1.0,0.0,0.0,1.0,0,3
56.0,1,2.0,0.0,0,2.0,2.0,15.0,377.31,14337.13,27,674,0.0,1.0,0.0,1.0,3,4
20.0,3,1.0,0.0,2,3.0,0.0,10.0,289.76,3403.61,12,821,1.0,1.0,0.0,1.0,5,1
26.0,1,1.0,0.0,2,2.0,2.0,14.0,84.03,20689.56,29,661,1.0,0.0,1.0,2.0,3,4
26.0,2,2.0,1.0,2,1.0,2.0,22.0,705.52,15424.85,21,597,1.0,1.0,0.0,1.0,0,5
10.0,1,3.0,0.0,2,2.0,0.0,21.0,165.12,79783.08,7,818,1.0,0.0,1.0,0.0,6,1
43.0,0,0.0,0.0,2,1.0,1.0,16.0,881.03,43574.14,17,190,1.0,0.0,1.0,3.0,2,5
29.0,0,4.0,2.0,2,2.0,1.0,14.0,1129.45,44793.47,26,752,0.0,1.0,1.0,4.0,1,3
50.0,1,5.0,0.0,1,2.0,0.0,16.0,35.78,1751.87,16,783,1.0,0.0,1.0,3.0,7,3
64.0,3,1.0,0.0,0,2.0,1.0,22.0,32.57,2835.7,29,799,1.0,0.0,1.0,2.0,3,3
30.0,0,1.0,0.0,0,1.0,2.0,22.0,284.66,18058.04,15,776,0.0,1.0,0.0,1.0,2,3
51.0,3,1.0,0.0,0,1.0,1.0,13.0,204.72,95113.31,1,800,0.0,1.0,1.0,3.0,4,1
37.0,0,5.0,0.0,2,1.0,2.0,17.0,30.79,19801.79,22,771,0.0,1.0,0.0,1.0,3,3
51.0,0,5.0,2.0,2,1.0,1.0,26.0,38.26,33965.15,17,680,1.0,0.0,1.0,2.0,7,4
50.0,2,2.0,0.0,0,2.0,1.0,9.0,427.8,16587.81,13,659,1.0,0.0,0.0,1.0,7,4
44.0,0,4.0,1.0,2,2.0,0.0,17.0,50.97,32028.49,8,759,1.0,0.0,0.0,1.0,2,3
20.0,3,3.0,0.0,0,2.0,0.0,4.0,146.68,89686.76,18,813,0.0,1.0,0.0,1.0,4,1
59.0,0,5.0,2.0,1,2.0,2.0,15.0,1541.68,31106.66,7,776,1.0,1.0,0.0,1.0,4,2
54.0,1,3.0,0.0,2,0.0,2.0,6.0,477.28,16030.0,18,799,1.0,0.0,1.0,2.0,2,3
36.0,3,2.0,0.0,0,2.0,0.0,20.0,183.57,19883.47,10,622,0.0,1.0,0.0,1.0,0,4
12.0,1,5.0,0.0,2,1.0,1.0,16.0,406.48,27305.17,17,674,1.0,1.0,0.0,1.0,2,4
25.0,1,0.0,0.0,2,1.0,1.0,4.0,217.59,44965.7,16,632,1.0,1.0,0.0,1.0,1,4
24.0,0,1.0,0.0,1,0.0,1.0,9.0,234.63,6036.07,20,793,1.0,1.0,1.0,4.0,1,3
15.0,1,4.0,2.0,1,1.0,0.0,9.0,1129.89,59493.96,9,1368,0.0,1.0,0.0,1.0,4,2
17.0,0,2.0,2.0,2,2.0,2.0,20.0,112.44,35215.11,20,500,1.0,0.0,1.0,3.0,7,5
28.0,0,0.0,2.0,2,3.0,2.0,5.0,609.91,33108.92,19,610,0.0,1.0,0.0,1.0,1,5
22.0,1,5.0,0.0,1,1.0,2.0,16.0,120.03,9652.6,20,741,0.0,1.0,0.0,1.0,1,3
29.0,1,2.0,2.0,2,0.0,2.0,4.0,1269.18,3553.61,23,670,1.0,0.0,1.0,2.0,7,4
34.0,1,2.0,0.0,2,2.0,0.0,13.0,314.85,42009.13,28,672,1.0,0.0,1.0,4.0,0,5
59.0,0,5.0,2.0,2,0.0,1.0,7.0,456.82,7242.8,12,659,1.0,1.0,0.0,1.0,7,4
27.0,3,1.0,0.0,0,1.0,0.0,11.0,30.21,49931.81,17,631,1.0,0.0,0.0,1.0,1,4
61.0,0,2.0,0.0,1,2.0,1.0,16.0,30.97,29978.82,29,716,1.0,0.0,0.0,1.0,0,4
36.0,3,5.0,2.0,0,0.0,2.0,12.0,823.06,44090.74,29,719,1.0,0.0,0.0,1.0,3,3
53.0,2,0.0,1.0,2,1.0,1.0,6.0,360.21,34152.9,28,518,1.0,0.0,0.0,1.0,3,5
43.0,2,1.0,2.0,0,0.0,1.0,13.0,443.56,69209.08,15,739,0.0,1.0,0.0,1.0,5,2
64.0,0,1.0,2.0,2,1.0,0.0,10.0,103.33,45550.7,14,786,0.0,1.0,0.0,1.0,7,3
15.0,1,0.0,0.0,0,1.0,1.0,12.0,120.47,48867.32,10,1089,1.0,0.0,0.0,1.0,0,4
42.0,3,0.0,2.0,0,1.0,1.0,13.0,33.9,9658.5,25,182,1.0,0.0,1.0,2.0,2,5
20.0,3,0.0,2.0,0,3.0,2.0,9.0,778.67,26534.33,32,664,1.0,1.0,1.0,2.0,0,4
57.0,2,0.0,0.0,0,2.0,1.0,12.0,209.75,41258.91,20,624,0.0,1.0,0.0,1.0,7,5
20.0,0,0.0,0.0,2,1.0,1.0,21.0,416.75,6024.92,24,686,1.0,0.0,1.0,4.0,0,5
24.0,3,2.0,0.0,1,3.0,1.0,21.0,108.72,23854.87,28,107,1.0,0.0,1.0,0.0,0,4
26.0,3,2.0,2.0,0,3.0,2.0,12.52,507.49,16979.98,27,592,1.0,0.0,0.0,1.0,7,5
24.0,3,0.0,1.0,2,1.0,2.0,3.0,58.38,37322.91,5,648,0.0,1.0,1.0,2.0,1,4
12.0,1,1.0,0.0,1,1.0,1.0,15.0,31.87,5089.8,25,755,1.0,0.0,0.0,1.0,0,3
27.0,0,0.0,0.0,0,1.0,0.0,10.0,1147.45,46422.66,28,599,0.0,1.0,1.0,2.0,0,5
63.0,0,0.0,2.0,0,1.0,2.0,4.0,257.56,34241.85,16,600,1.0,0.0,0.0,1.0,7,5
50.0,3,1.0,2.0,2,2.0,0.0,3.0,1382.46,80090.34,17,753,1.0,1.0,0.0,1.0,4,2
62.0,3,5.0,2.0,0,1.0,2.0,9.0,349.18,16550.38,10,647,0.0,1.0,0.0,1.0,0,4
59.0,1,5.0,2.0,2,3.0,2.0,12.0,213.33,25088.31,9,634,1.0,0.0,1.0,2.0,1,4
47.0,1,2.0,2.0,1,1.0,2.0,14.0,138.85,31470.32,14,645,0.0,1.0,0.0,1.0,0,4
55.0,3,1.0,2.0,1,3.0,2.0,3.0,959.19,54157.07,15,805,1.0,1.0,1.0,2.0,5,1
35.0,2,2.0,1.0,2,2.0,0.0,14.0,237.56,46830.93,24,578,0.0,1.0,0.0,1.0,2,5
59.0,0,1.0,0.0,2,1.0,0.0,8.0,498.0,33832.41,9,718,1.0,0.0,1.0,2.0,0,3
51.0,0,5.0,0.0,1,1.0,1.0,12.0,30.0,73125.88,17,770,1.0,0.0,1.0,2.0,8,2
39.0,0,0.0,0.0,1,3.0,0.0,9.0,31.66,4141.36,33,541,1.0,0.0,0.0,1.0,3,5
41.0,1,2.0,2.0,0,1.0,1.0,4.0,632.24,17695.07,29,618,1.0,0.0,1.0,4.0,3,5
56.0,0,5.0,0.0,2,2.0,2.0,20.0,77.21,19951.35,17,790,1.0,0.0,1.0,2.0,7,3
20.0,0,0.0,0.0,2,3.0,0.0,13.0,299.03,35908.91,24,600,1.0,0.0,0.0,1.0,1,4
38.0,1,2.0,0.0,0,1.0,2.0,22.0,89.07,8774.79,25,283,0.0,1.0,1.0,4.0,3,5
28.0,3,0.0,0.0,0,1.0,2.0,14.0,829.56,25588.34,19,874,0.0,1.0,1.0,4.0,0,5
26.0,1,4.0,0.0,1,2.0,2.0,11.0,180.33,3091.55,6,727,0.0,1.0,0.0,1.0,7,3
39.0,1,2.0,2.0,2,2.0,2.0,20.0,309.49,18122.11,26,590,0.0,1.0,1.0,4.0,0,4
27.0,1,3.0,2.0,0,3.0,2.0,12.0,443.55,35843.49,9,750,0.0,1.0,1.0,0.0,5,2
27.0,1,1.0,2.0,0,3.0,2.0,14.0,58.5,32722.8,16,634,0.0,1.0,1.0,0.0,3,4
16.0,1,4.0,0.0,1,1.0,0.0,13.3,32.04,44021.13,18,745,1.0,0.0,1.0,0.0,3,3
36.0,1,2.0,2.0,2,3.0,0.0,18.0,353.52,36839.03,23,514,1.0,1.0,1.0,0.0,1,5
32.0,1,0.0,2.0,1,0.0,1.0,16.0,609.57,48943.21,15,652,1.0,0.0,0.0,1.0,7,4
23.0,3,2.0,2.0,2,2.0,1.0,16.0,51.79,38357.31,47,637,1.0,0.0,1.0,4.0,1,4
24.0,3,2.0,2.0,1,1.0,0.0,13.18,102.58,1459.9,14,989,1.0,0.0,1.0,2.0,3,5
22.0,3,4.0,0.0,1,1.0,0.0,18.0,309.56,97232.64,6,763,0.0,1.0,0.0,1.0,4,1
19.0,0,4.0,1.0,0,2.0,1.0,21.0,394.4,2287.24,7,393,0.0,1.0,0.0,1.0,8,1
57.0,1,5.0,2.0,0,1.0,2.0,15.0,227.58,19906.69,16,707,1.0,0.0,1.0,3.0,3,3
40.0,2,4.0,1.0,1,2.0,2.0,6.0,69.41,76773.34,14,300,1.0,0.0,0.0,1.0,6,1
27.0,0,2.0,1.0,1,3.0,2.0,14.0,100.8,43149.42,19,138,0.0,1.0,0.0,1.0,3,5
55.0,1,0.0,0.0,1,3.0,0.0,12.0,30.8,10716.57,8,236,1.0,0.0,0.0,1.0,3,4
56.0,3,2.0,0.0,0,1.0,0.0,3.0,132.35,19223.21,18,253,1.0,0.0,0.0,1.0,2,5
40.0,2,5.0,2.0,2,1.0,1.0,5.0,186.72,9185.14,20,790,0.0,1.0,1.0,0.0,1,3
28.0,2,5.0,2.0,2,2.0,0.0,24.0,277.72,30985.1,7,690,0.0,1.0,0.0,1.0,2,4
29.0,1,3.0,2.0,0,1.0,0.0,12.0,925.89,20407.74,25,441,1.0,1.0,1.0,4.0,7,3
11.0,1,1.0,0.0,0,1.0,2.0,6.0,107.68,19686.65,51,792,1.0,0.0,1.0,0.0,0,3
28.0,0,0.0,0.0,0,1.0,0.0,16.0,200.06,24250.24,7,674,0.0,1.0,1.0,0.0,7,4
23.0,2,4.0,0.0,0,1.0,0.0,13.0,250.6,30908.33,18,785,0.0,1.0,1.0,4.0,8,2
63.0,1,1.0,2.0,2,1.0,0.0,1.0,86.39,11143.32,13,772,1.0,0.0,0.0,1.0,1,3
26.0,1,5.0,0.0,0,1.0,1.0,16.0,45.55,19357.34,27,772,1.0,0.0,1.0,0.0,1,3
42.0,1,0.0,0.0,2,2.0,0.0,11.0,196.39,44531.33,17,662,1.0,0.0,0.0,1.0,2,5
63.0,0,1.0,1.0,0,1.0,0.0,13.19,32.96,35464.4,18,714,1.0,0.0,0.0,1.0,0,3
14.0,1,1.0,0.0,0,1.0,0.0,17.0,53.67,26097.64,18,627,1.0,0.0,1.0,3.0,3,4
12.0,2,1.0,2.0,1,3.0,2.0,11.45,827.16,86917.45,4,750,1.0,0.0,1.0,3.0,6,2
31.0,2,1.0,2.0,0,1.0,0.0,13.09,32.43,33311.34,8,633,1.0,0.0,1.0,3.0,1,4
12.0,2,4.0,2.0,0,0.0,0.0,11.95,581.83,23252.24,28,788,0.0,1.0,0.0,1.0,4,2
22.0,0,4.0,2.0,1,1.0,0.0,16.0,49.11,14274.28,17,846,1.0,0.0,1.0,3.0,6,1
44.0,1,0.0,2.0,2,1.0,2.0,20.0,32.76,29614.07,28,516,1.0,0.0,1.0,0.0,1,5
26.0,3,5.0,0.0,2,3.0,1.0,17.0,128.16,33680.03,20,625,0.0,1.0,1.0,4.0,2,4
34.0,3,3.0,0.0,0,2.0,1.0,9.0,128.01,29430.24,28,726,0.0,1.0,1.0,4.0,3,3
58.0,3,3.0,2.0,0,2.0,0.0,14.0,79.83,63371.27,6,713,1.0,0.0,1.0,4.0,5,2
38.0,2,2.0,2.0,0,2.0,2.0,10.0,244.71,30611.08,28,620,1.0,0.0,0.0,1.0,2,5
37.0,0,4.0,2.0,0,3.0,2.0,11.0,317.16,4219.99,28,691,1.0,1.0,1.0,0.0,1,3
52.0,2,2.0,0.0,1,3.0,0.0,12.95,259.78,49601.33,11,678,1.0,0.0,1.0,4.0,3,4
40.0,0,1.0,0.0,1,1.0,1.0,11.0,299.25,22280.48,6,786,0.0,1.0,0.0,1.0,5,2
42.0,0,0.0,1.0,2,0.0,0.0,14.0,372.1,14712.51,44,605,1.0,0.0,1.0,0.0,3,5
49.0,1,3.0,1.0,0,2.0,1.0,14.0,155.28,36136.48,26,730,1.0,0.0,0.0,1.0,3,3
16.0,1,0.0,2.0,2,1.0,0.0,24.0,199.62,45147.94,6,366,0.0,1.0,1.0,2.0,0,5
19.0,1,4.0,0.0,0,1.0,1.0,19.0,1259.82,27846.99,29,769,0.0,1.0,1.0,2.0,7,3
48.0,0,3.0,0.0,2,0.0,2.0,12.0,310.82,21817.52,16,833,0.0,1.0,0.0,1.0,8,1
11.0,1,3.0,0.0,2,3.0,1.0,13.0,233.81,28250.19,19,795,1.0,0.0,0.0,1.0,3,3
25.0,2,3.0,2.0,0,1.0,1.0,15.0,129.26,3049.58,9,760,0.0,1.0,1.0,2.0,3,3
48.0,1,1.0,0.0,2,1.0,0.0,13.03,212.22,14518.1,18,717,1.0,0.0,0.0,1.0,1,4
12.0,0,5.0,0.0,0,0.0,0.0,21.0,437.3,39155.25,17,243,1.0,0.0,1.0,3.0,1,4
42.0,0,2.0,2.0,2,1.0,1.0,3.0,158.53,17310.19,25,686,0.0,1.0,1.0,2.0,1,5
35.0,1,5.0,0.0,2,1.0,1.0,3.0,38.59,8448.03,9,624,1.0,0.0,1.0,0.0,7,4
46.0,1,2.0,0.0,2,3.0,1.0,20.0,93.26,23201.34,9,592,1.0,0.0,1.0,0.0,0,5
36.0,0,3.0,2.0,0,3.0,1.0,14.0,251.28,40192.34,1,792,1.0,0.0,1.0,3.0,8,2
51.0,0,1.0,0.0,0,2.0,2.0,22.0,220.66,44176.08,19,730,1.0,0.0,0.0,1.0,3,3
42.0,0,0.0,1.0,2,3.0,0.0,19.0,156.51,6118.94,27,530,0.0,1.0,0.0,1.0,2,5
62.0,1,4.0,2.0,2,2.0,2.0,12.0,752.23,19455.37,17,740,1.0,0.0,0.0,1.0,0,3
63.0,0,1.0,2.0,0,3.0,1.0,3.0,1306.96,6637.69,26,639,0.0,1.0,1.0,0.0,3,4
35.0,0,5.0,1.0,2,2.0,2.0,14.0,266.18,47916.99,16,712,1.0,0.0,0.0,1.0,0,3
18.0,2,3.0,0.0,0,2.0,1.0,13.0,475.43,36510.11,19,771,1.0,1.0,1.0,0.0,4,2
11.0,0,1.0,0.0,1,0.0,1.0,20.0,417.33,45935.14,12,779,1.0,0.0,1.0,4.0,1,3
10.0,2,0.0,0.0,2,3.0,0.0,20.0,91.82,39026.66,15,661,1.0,0.0,1.0,3.0,2,4
46.0,1,4.0,1.0,2,2.0,2.0,19.0,32.4,47251.31,6,719,1.0,0.0,1.0,4.0,7,3
41.0,0,5.0,0.0,2,1.0,0.0,13.0,101.99,31555.26,25,1012,1.0,0.0,0.0,1.0,3,4
31.0,1,1.0,2.0,0,3.0,1.0,14.0,42.48,15206.65,14,720,0.0,1.0,0.0,1.0,7,3
19.0,0,2.0,2.0,1,2.0,0.0,23.0,146.83,9190.68,29,617,0.0,1.0,1.0,3.0,2,5
39.0,0,2.0,0.0,0,1.0,2.0,22.0,189.32,42433.87,14,667,0.0,1.0,1.0,3.0,0,4
55.0,1,2.0,2.0,0,2.0,2.0,7.0,752.71,33479.52,49,677,0.0,1.0,1.0,4.0,1,4
15.0,0,0.0,2.0,0,0.0,1.0,14.0,480.48,15366.11,10,835,1.0,1.0,1.0,3.0,3,5
27.0,1,5.0,2.0,0,2.0,1.0,22.0,242.95,13085.23,15,711,0.0,1.0,1.0,2.0,7,3
55.0,3,4.0,1.0,2,3.0,1.0,18.0,57.09,47619.65,21,785,1.0,0.0,0.0,1.0,3,2
21.0,0,5.0,2.0,2,1.0,0.0,12.7,265.66,2802.36,18,632,1.0,0.0,0.0,1.0,2,4
51.0,0,5.0,2.0,0,1.0,2.0,13.0,196.91,34887.92,7,718,1.0,0.0,0.0,1.0,3,4
52.0,3,0.0,0.0,0,1.0,1.0,13.31,34.54,40964.26,7,649,0.0,1.0,0.0,1.0,0,4
18.0,0,0.0,0.0,1,2.0,1.0,9.0,294.91,19208.48,17,683,0.0,1.0,0.0,1.0,7,5
16.0,2,3.0,2.0,2,1.0,1.0,15.0,150.77,34675.66,17,796,0.0,1.0,1.0,0.0,0,3
39.0,1,2.0,2.0,2,2.0,1.0,10.0,110.36,28800.9,7,549,1.0,0.0,1.0,2.0,1,5
20.0,0,0.0,0.0,0,1.0,2.0,9.0,490.49,19620.5,18,595,1.0,0.0,0.0,1.0,2,5
53.0,3,4.0,2.0,2,2.0,0.0,6.0,30.02,47981.28,21,1351,1.0,0.0,1.0,2.0,2,2
50.0,1,1.0,0.0,0,2.0,0.0,8.0,1386.24,49388.04,14,773,1.0,0.0,0.0,1.0,5,1
29.0,1,2.0,2.0,1,3.0,2.0,13.0,126.15,2285.74,16,544,0.0,1.0,0.0,1.0,2,5
17.0,0,4.0,2.0,2,1.0,2.0,11.0,30.94,33853.81,28,260,0.0,1.0,0.0,1.0,2,3
22.0,1,3.0,0.0,0,2.0,0.0,14.0,154.85,35380.52,17,703,1.0,0.0,0.0,1.0,4,3
19.0,3,0.0,0.0,0,1.0,0.0,22.0,30.92,3679.4,24,544,1.0,0.0,1.0,0.0,7,5
